지정상품(국문),NICE분류,유사군코드,지정상품(영문),
의료용 코 스프레이 판매알선업,35,"S120501, G1004",Sales arranging of nasal sprays for medical purposes,
의료용 코스프레이제 판매알선업,35,"S120501, G1004",Sales arranging of medicated nasal spray preparations,
의료용 코카 알카로이드제 판매알선업,35,"S120501, G1004",Sales arranging of coca alkaloid preparations for medical purposes,
의료용 콘듀랑고수피(樹皮) 판매알선업,35,"S120501, G1004",Sales arranging of condurango bark for medical purposes,
의료용 콜드크림 판매알선업,35,"S120501, G1004",Sales arranging of cold cream for medical use,
의료용 콜라겐 판매알선업,35,"S120501, G1004",Sales arranging of collagen for medical purposes,
의료용 콰시아 판매알선업,35,"S120501, G1004",Sales arranging of quassia for medical purposes,
의료용 퀘브라초 수피(樹皮) 판매알선업,35,"S120501, G1004",Sales arranging of quebracho for medical purposes,
의료용 퀴놀린 판매알선업,35,"S120501, G1004",Sales arranging of chinoline for medical purposes,
의료용 큐라레 판매알선업,35,"S120501, G1004",Sales arranging of curare for medical purposes,
의료용 크레텍(정향) 담배 판매알선업,35,"S120501, G1004",Sales arranging of kretek (clove) cigarettes for medical use,
의료용 크로톤 수피 판매알선업,35,"S120501, G1004",Sales arranging of croton bark for medical purposes,
의료용 크림 판매알선업,35,"S120501, G1004",Sales arranging of medicated creams,
의료용 키니네 판매알선업,35,"S120501, G1004",Sales arranging of quinine for medical purposes,
의료용 탕약제 판매알선업,35,"S120501, G1004",Sales arranging of herbal preparations for medical use,
의료용 탤컴파우더 판매알선업,35,"S120501, G1004",Sales arranging of medicated talcum powder,
의료용 털손질제 판매알선업,35,"S120501, G1004",Sales arranging of medicated grooming preparations,
의료용 트립신 판매알선업,35,"S120501, G1004",Sales arranging of trypsins for medical purposes,
의료용 팅크제 판매알선업,35,"S120501, G1004",Sales arranging of tinctures for medical purposes,
의료용 페로몬 판매알선업,35,"S120501, G1004",Sales arranging of pheromones for medical use,
의료용 페이스로션 판매알선업,35,"S120501, G1004",Sales arranging of medicated face lotions,
의료용 페이스스크럽 판매알선업,35,"S120501, G1004",Sales arranging of face scrubs (Medicated -),
의료용 페이스크림 판매알선업,35,"S120501, G1004",Sales arranging of face cream (Medicated -),
의료용 포도당 판매알선업,35,"S120501, G1004",Sales arranging of glucose for medical purposes,
의료용 포도당 판매알선업,35,"S120501, G1004",Sales arranging of glucose preparations for medical purposes,
의료용 포마드 판매알선업,35,"S120501, G1004",Sales arranging of pomades for medical purposes,
의료용 풋케어제 판매알선업,35,"S120501, G1004",Sales arranging of foot care preparations for medical purposes,
의료용 프로바이오틱 박테리아 제제 판매알선업,35,"S120501, G1004",Sales arranging of probiotic bacterial formulations for medical use,
의료용 프로바이오틱스 판매알선업,35,"S120501, G1004",Sales arranging of probiotic preparations for medical use,
의료용 프리온 유전자내 돌연변이 검출용 제제 판매알선업,35,"S120501, G1004",Sales arranging of preparations for detecting mutation in prion genes for medical purposes,
의료용 프리온 유전자내 돌연변이 검출용진단제 판매알선업,35,"S120501, G1004",Sales arranging of diagnostic preparations for medical purposes for detecting mutation in prion genes,
의료용 피마자유 판매알선업,35,"S120501, G1004",Sales arranging of castor oil for medical purposes,
의료용 피부병치료용 로션 판매알선업,35,"S120501, G1004",Sales arranging of medicated lotions for treating dermatological conditions,
의료용 피부병치료용 연고 판매알선업,35,"S120501, G1004",Sales arranging of medicated ointments for treating dermatological conditions,
의료용 피부병치료용 크림 판매알선업,35,"S120501, G1004",Sales arranging of medicated creams for treating dermatological conditions,
의료용 피부보호로션 판매알선업,35,"S120501, G1004",Sales arranging of skin care lotions [medicated],
의료용 피부보호용 약제 판매알선업,35,"S120501, G1004",Sales arranging of medicated skin care preparations,
의료용 피부세척용 약제 판매알선업,35,"S120501, G1004",Sales arranging of preparations for cleansing the skin for medical use,
의료용 피부연화제 판매알선업,35,"S120501, G1004",Sales arranging of emollients for medical purposes,
의료용 피부용 토닉 판매알선업,35,"S120501, G1004",Sales arranging of skin tonics [medicated],
의료용 피부클렌징용 제품 및 제제 판매알선업,35,"S120501, G1004",Sales arranging of products and preparations for cleansing the skin for medical use,
의료용 필름지지용 접착제 판매알선업,35,"S120501, G1004",Sales arranging of adhesive backed films for medical purposes,
의료용 합성수지 판매알선업,35,"S120501, G1004",Sales arranging of synthetic resins for medical use,
의료용 항균제 판매알선업,35,"S120501, G1004",Sales arranging of antibacterial substances for medical purposes,
의료용 항세균제 판매알선업,35,"S120501, G1004",Sales arranging of antibacterial substances for medical use,
의료용 항진균성 크림 판매알선업,35,"S120501, G1004",Sales arranging of antifungal creams for medical use,
의료용 항진균성크림 판매알선업,35,"S120501, G1004",Sales arranging of antifungal creams for medical purposes,
의료용 항진균제 판매알선업,35,"S120501, G1004",Sales arranging of antifungal medications,
의료용 항진균제 판매알선업,35,"S120501, G1004",Sales arranging of antifungal medication,
의료용 항체 판매알선업,35,"S120501, G1004",Sales arranging of antibodies for medical purposes,
의료용 핸드로션 판매알선업,35,"S120501, G1004",Sales arranging of medicated lotions for the hands,
의료용 핸드로션 판매알선업,35,"S120501, G1004",Sales arranging of hand lotion (Medicated -),
의료용 핸드크림 판매알선업,35,"S120501, G1004",Sales arranging of hand creams for medical use,
의료용 햇볕노출후 도포크림 판매알선업,35,"S120501, G1004",Sales arranging of creams (Medicated -) for application after exposure to the sun,
의료용 허브스프레이 판매알선업,35,"S120501, G1004",Sales arranging of herbal sprays for medical purposes,
의료용 허브제 판매알선업,35,"S120501, G1004",Sales arranging of herbal preparations for medical purposes,
의료용 허브차 판매알선업,35,"S120501, G1004",Sales arranging of herbal teas for medicinal purposes,
의료용 허브추출물 판매알선업,35,"S120501, G1004",Sales arranging of herbal extracts for medicinal purposes,
의료용 허브추출물 판매알선업,35,"S120501, G1004",Sales arranging of medicinal herbal extracts for medical purposes,
의료용 허브추출물 판매알선업,35,"S120501, G1004",Sales arranging of herbal extracts for medical purposes,
의료용 허브크림 판매알선업,35,"S120501, G1004",Sales arranging of herbal creams for medical purposes,
의료용 허브화합물 판매알선업,35,"S120501, G1004",Sales arranging of herbal compounds for medical use,
의료용 헤어로션 판매알선업,35,"S120501, G1004",Sales arranging of medicated hair lotions,
의료용 혈액 판매알선업,35,"S120501, G1004",Sales arranging of blood for medical purposes,
의료용 혈액검사용 화학제 판매알선업,35,"S120501, G1004",Sales arranging of chemical preparations for testing blood for medical purposes,
의료용 혈액군판정용 반응제 판매알선업,35,"S120501, G1004",Sales arranging of reagents for blood grouping [for medical purposes],
의료용 호르몬 판매알선업,35,"S120501, G1004",Sales arranging of hormones for medical purposes,
의료용 화상진찰용 조영제 판매알선업,35,"S120501, G1004",Sales arranging of contrast media for use with medical imaging equipment,
의료용 화학시약 판매알선업,35,"S120501, G1004",Sales arranging of chemical reagents for medical purposes,
의료용 화학시험시약 판매알선업,35,"S120501, G1004",Sales arranging of chemical test reagents [medical],
의료용 화학제 판매알선업,35,"S120501, G1004",Sales arranging of chemical preparations for medical purposes,
의료용 회향 판매알선업,35,"S120501, G1004",Sales arranging of fennel for medical purposes,
의료용 효소 판매알선업,35,"S120501, G1004",Sales arranging of enzymes for medical purposes,
의료용 효소제 판매알선업,35,"S120501, G1004",Sales arranging of enzyme preparations for medical purposes,
의료용 훈증소독제 판매알선업,35,"S120501, G1004",Sales arranging of fumigation preparations for medical purposes,
의료용 희석액 판매알선업,35,"S120501, G1004",Sales arranging of diluents for medical use,
의료용/수의과용 또는 약제용 이스트 판매알선업,35,"S120501, G1004","Sales arranging of yeast for medical, veterinary or pharmaceutical purposes",
의료용/수의과용 또는 약제용 이스트 및 이스트추출물 판매알선업,35,"S120501, G1004","Sales arranging of yeast or yeast extracts for medical, veterinary or pharmaceutical purposes",
의료용/수의과용 또는 약제용 이스트추출물 판매알선업,35,"S120501, G1004","Sales arranging of yeast extracts for medical, veterinary or pharmaceutical purposes",
의료장비용 조영제 판매알선업,35,"S120501, G1004",Sales arranging of contrast media for use with medical equipment,
의료전용 식이요법용 과자 판매알선업,35,"S120501, G1004",Sales arranging of dietetic confectionery adapted for medical purposes,
의료전용 식이요법제 판매알선업,35,"S120501, G1004",Sales arranging of dietetic preparations adapted for medical use,
의료전용 영아용 식이음료수 판매알선업,35,"S120501, G1004",Sales arranging of dietetic beverages for babies adapted for medical purposes,
의료전용 저염 빵 판매알선업,35,"S120501, G1004",Sales arranging of low-salt bread adapted for medical use,
의료진단용 반응제 판매알선업,35,"S120501, G1004",Sales arranging of reactants for medical diagnosis,
